1.386294361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.289108882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.828806006,2.971406906,0,0,0,0,0,0,0,0,0,0,0,0,0
1.441413352,3.522743051,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5931422,1.935421707,3.986331431,0,0,0,0,0,0,0,0,0,0,0,0
1.063272874,2.352669434,4.386679421,0,0,0,0,0,0,0,0,0,0,0,0
0.462203995,1.457015543,2.715349363,4.739209362,0,0,0,0,0,0,0,0,0,0,0
0.844944677,1.798062265,3.036862783,5.054269446,0,0,0,0,0,0,0,0,0,0,0
0.378741485,1.174069323,2.100134537,3.325993537,5.339072828,0,0,0,0,0,0,0,0,0,0
0.701884598,1.464318069,2.371980763,3.5889165,5.599000331,0,0,0,0,0,0,0,0,0,0
0.320846302,0.985262695,1.724873364,2.619541921,3.830111913,5.838035341,0,0,0,0,0,0,0,0,0
0.600618009,1.238660346,1.961876247,2.847094526,4.053006567,6.059357663,0,0,0,0,0,0,0,0,0
0.278327304,0.849697969,1.468538545,2.17964054,3.057812657,4.260236884,6.265418284,0,0,0,0,0,0,0,0
0.525061401,1.074910133,1.679384148,2.381320647,3.254121849,4.453871313,6.458133614,0,0,0,0,0,0,0,0
0.245768157,0.747383708,1.28097542,1.874461023,2.569328668,3.437967511,4.635642827,6.639208552,0,0,0,0,0,0,0
0.466480446,0.950241735,1.471282493,2.056201458,2.74552025,3.610875337,4.806904104,6.809894015,0,0,0,0,0,0,0
0.220034404,0.667309569,1.137187296,1.648363913,2.226499469,2.911403099,3.774139811,4.968860512,6.971417803,0,0,0,0,0,0
0.419710663,0.851956638,1.310843813,1.814145137,2.38683128,3.068172237,3.928788801,5.122444782,7.12463586,0,0,0,0,0,0
0.199182107,0.602877526,1.023157574,1.473213691,1.97014383,2.538399768,3.21683499,4.075719507,5.268506704,7.270406036,0,0,0,0,0
0.381495144,0.772375342,1.182986336,1.62585311,2.117567174,2.682181014,3.358220105,4.215672581,5.407737938,7.409384949,0,0,0,0,0
0.181941962,0.549880382,0.930356917,1.333055618,1.770003167,2.257402887,2.818994269,3.493040497,4.349300592,5.540765344,7.542205558,0,0,0,0
0.349677399,0.706565489,1.078490014,1.474641891,1.906666788,2.390464803,2.949526036,3.621901001,4.477160322,5.668121607,7.669391785,0,0,0,0
0.167449804,0.505505169,0.853274333,1.218092384,1.608774118,2.036668426,2.517434608,3.074361194,3.745324174,4.599737726,5.790274721,7.791406591,0,0,0
0.322773392,0.651203069,0.991365765,1.350221306,1.736291988,2.160691621,2.638885385,3.193996671,3.863756397,4.717446963,5.907617347,7.908616657,0,0,0
0.155096694,0.467794518,0.788173566,1.121932012,1.475742606,1.857896522,2.279318656,2.755315746,3.308874506,3.977604384,4.830676534,6.020535155,8.021428461,0,0
0.299718633,0.603962565,0.917539858,1.245860937,1.595370147,1.97417333,2.393041563,2.867150743,3.419373287,4.08721597,4.939755145,6.129345267,8.130148263,0,0
0.144450204,0.435345795,0.732430327,1.040215326,1.363885299,1.709701762,2.085619986,2.502284339,2.974761548,3.525827573,4.192901725,5.044978994,6.234336441,8.235061499,0
0.279744803,0.563165671,0.854136549,1.156952559,1.476617159,1.819243606,2.192663409,2.607415466,3.078474585,3.628534694,4.294940111,5.146615693,6.335771749,8.336432829,0
0.13515661,0.407124681,0.684140173,0.969852474,1.268377065,1.584570777,1.924425196,2.295668988,2.708752372,3.178572012,3.727751387,4.39356976,5.244890398,6.43386341,8.434448708
