0.797884561,,,,,,,,,,,,,,,,,
1.224006362,,,,,,,,,,,,,,,,,
0.452780035,1.51041761,,,,,,,,,,,,,,,,
0.764567571,1.72414741,,,,,,,,,,,,,,,,
0.317716369,1.00010605,1.893594812,,,,,,,,,,,,,,,
0.560576888,1.18814695,2.033369181,,,,,,,,,,,,,,,
0.245094179,0.75600528,1.343909279,2.151945705,,,,,,,,,,,,,,
0.443638648,0.91879588,1.476391739,2.254663636,,,,,,,,,,,,,,
0.199622852,0.60985751,1.057825045,1.591340442,2.345095886,,,,,,,,,,,,,
0.367458112,0.75236729,1.178826407,1.692639034,2.425746394,,,,,,,,,,,,,
0.168437747,0.5118465,0.876779522,1.285711288,1.783029896,2.498435263,,,,,,,,,,,,
0.31377323,0.63825073,0.986949078,1.381262661,1.864518208,2.564525349,,,,,,,,,,,,
0.145706244,0.44132089,0.750442618,1.085635313,1.467528268,1.938612407,2.625062508,,,,,,,,,,,
0.273856855,0.55476369,0.851134412,1.174879178,1.546056754,2.006474396,2.680866119,,,,,,,,,,,
0.12839503,0.3880483,0.656759119,0.942340456,1.256231197,1.618046386,2.069017226,2.73258957,,,,,,,,,,
0.242994218,0.49088231,0.749287085,1.02559668,1.330895862,1.684442439,2.126970785,2.78076191,,,,,,,,,,
0.114768848,0.34634551,0.584302017,0.833861698,1.102100179,1.399826687,1.74600309,2.18092726,2.82581726,,,,,,,,,
0.218408841,0.44035547,0.669796847,0.911666214,1.172801431,1.463790839,1.803345278,2.23137342,2.86811605,,,,,,,,,
0.103762582,0.31279138,0.526488152,0.748533289,0.983642445,1.238467214,1.523414292,1.85697739,2.27871394,2.90796068,,,,,,,,
0.198357061,0.39935556,0.60589218,0.821441699,1.050551899,1.299724709,1.579214159,1.90732306,2.32328876,2.94560721,,,,,,,,
0.094685948,0.28519859,0.479232054,0.679485196,0.889275753,1.113018753,1.357093171,1.6316223,1.95473882,2.365386,2.98127431,,,,,,,
0.181687692,0.36540026,0.553325367,0.74801175,0.952654299,1.171560767,1.411007127,1.68100291,1.99952743,2.40525191,3.01515014,,,,,,,
0.087071812,0.26210145,0.439853533,0.622370365,0.812084114,1.01209153,1.226611986,1.46183369,1.72766579,2.04194802,2.44309852,3.04739769,,,,,,
0.167609637,0.33680595,0.50928345,0.686972116,0.872211732,1.068019165,1.278539718,1.50988568,1.77187657,2.08222404,2.4791096,3.07815909,,,,,,
0.080592691,0.24247998,0.406516546,0.57428763,0.747634678,0.928822913,1.120803072,1.32765743,1.55543171,1.81386461,2.12054942,2.51344547,3.10755894,,,,,
0.155561084,0.31238876,0.471823393,0.635364436,0.804782315,0.982281084,1.170755905,1.37423466,1.59870409,1.85382927,2.15709351,2.54624674,3.13570709,,,,,
0.075012161,0.22560202,0.37791878,0.533219051,0.69293375,0.85877542,1.032897187,1.21814686,1.41850484,1.63990497,1.89194485,2.192005,2.57763739,3.16270084,,,,
0.145131932,0.29129116,0.439556835,0.591118869,0.747352583,0.909922659,1.080939246,1.26320932,1.46067132,1.67921131,1.92836457,2.22541515,2.60772729,3.18862677,,,,
0.070155246,0.21092809,0.353109629,0.497713705,0.645876292,0.79892698,0.958490355,1.12663986,1.30614684,1.50091233,1.71677886,1.9632238,2.25744032,2.6366142,3.21356224,,,
0.136015751,0.27287628,0.411463697,0.552739196,0.697794549,0.847921236,1.004709848,1.17020212,1.34713801,1.53938492,1.75274537,1.9966427,2.28818417,2.6643855,3.23757665,,,
0.06588966,0.19805183,0.331378306,0.466699523,0.604933624,0.747135704,0.894565117,1.04878332,1.21180438,1.38634034,1.57622808,1.78723322,2.0287284,2.3177394,2.69111958,3.26073249,,
0.127978936,0.256661,0.386776751,0.519114478,0.654556709,0.794127754,0.939059594,1.09088846,1.25160405,1.42389338,1.61156545,1.82035161,2.05957677,2.34618923,2.716887,3.2830862,,
0.062113529,0.18666118,0.31218231,0.439366049,0.568965886,0.701834557,0.838970259,0.98158142,1.13118223,1.28974075,1.45992136,1.64550745,1.85219838,2.08927396,2.37360862,2.74175153,3.30468893,
0.120840261,0.24227202,0.364907313,0.489401119,0.616477896,0.746965198,0.88183886,1.02228686,1.16980396,1.32633884,1.4945353,1.67815306,1.88286147,2.11789761,2.40006534,2.76577096,3.32558718,
0.058747124,0.17651252,0.295100182,0.415088537,0.537104128,0.661846936,0.790123032,0.92288893,1.06131469,1.20687784,1.36150957,1.52783482,1.70959134,1.91242024,2.14551797,2.42562083,2.78899781,3.34582334
